"","Publication.Year","Author","Title","Publication.Title","ISBN","ISSN","DOI","Date","Publisher","Conference.Name","fishy","RC6","RC0","RC7","RC1","RC4","RC2","RC3","RC10","NR","RC11","RC9","RC5"
"748",2014,"Bo, Marzia; Cerrano, Carlo; Canese, Simonepietro; Salvati, Eva; Angiolillo, Michela; Santangelo, Giovanni; Bavestrello, Giorgio","The coral assemblages of an off-shore deep Mediterranean rocky bank (NW Sicily, Italy)","Marine Ecology","","01739565","10.1111/maec.12089","2014","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"749",2023,"Boulard, Marion; Lawton, Peter; Baker, Krista; Edinger, Evan","The effect of small-scale habitat features on groundfish density in deep-sea soft-bottom ecosystems","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2022.103891","2023","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"750",2020,"Botero, Camilo M.; Zielinski, Seweryn; Pereira, Cristina I.; Leon, Jorge A.; Duenas, Luisa F.; Puentes, Vladimir","The first report of deep-sea litter in the South-Western Caribbean Sea","Marine Pollution Bulletin","","0025326X","10.1016/j.marpolbul.2020.111327","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"751",1995,"Boillot, G.; Beslier, M.O.; Krawczyk, C.M.; Rappin, D.; Reston, T.J.","The formation of passive margins: Constraints from the crustal structure and segmentation of the deep Galicia margin, Spain","Geological Society Special Publication","","03058719","10.1144/GSL.SP.1995.090.01.04","1995","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"752",2021,"Bo, Marzia; Coppari, Martina; Betti, Federico; Enrichetti, Francesco; Bertolino, Marco; Massa, Francesco; Bava, Simone; Gay, Guido; Cattaneo-Vietti, Riccardo; Bavestrello, Giorgio","The high biodiversity and vulnerability of two Mediterranean bathyal seamounts support the need for creating offshore protected areas","Aquatic Conservation: Marine and Freshwater Ecosystems","","10527613","10.1002/aqc.3456","2021","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"753",2018,"Bond, Todd; Partridge, Julian C.; Taylor, Michael D.; Cooper, Tim F.; McLean, Dianne L.","The influence of depth and a subsea pipeline on fish assemblages and commercially fished species","PLoS ONE","","19326203","10.1371/journal.pone.0207703","2018","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"754",2008,"Bork, Katharina; Karstensen, Johannes; Visbeck, Martin; Zimmermann, Andreas","The legal regulation of floats and gliders - In quest of a new regime?","Ocean Development and International Law","","15210642","10.1080/00908320802235338","2008","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"755",2008,"Bowen, Andrew D.; Yoerger, Dana R.; Taylor, Chris; McCabe, Robert; Howland, Jonathan; Gomez-Ibanez, Daniel; Kinsey, James C.; Heintz, Matthew; McDonald, Glenn; Peters, Donald B.; Fletcher, Barbara; Young, Chris; Buescher, James; Whitcomb, Louis L.; Martin, Stephen C.; Webster, Sarah E.; Jakuba, Michael V.","The Nereus hybrid underwater robotic vehicle for global ocean science operations to 11,000m depth","OCEANS 2008","","","10.1109/OCEANS.2008.5151993","2008","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"756",2019,"Bond, M.E.; Valentin-Albanese, J.; Babcock, E.A.; Heithaus, M.R.; Grubbs, R.D.; Cerrato, R.; Peterson, B.J.; Pikitch, E.K.; Chapman, D.D.","Top predators induce habitat shifts in prey within marine protected areas","Oecologia","","00298549","10.1007/s00442-019-04421-0","2019","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"757",2017,"Bonin-Font, Francisco; Campos, Miquel Massot; Carrasco, Pep-Lluis Negre; Codina, Gabriel Oliver; Font, Eric Guerrero; Fidalgo, Emilio Garcia","Towards a new methodology to evaluate the environmental impact of a marine outfall using a lightweight AUV","OCEANS 2017 - Aberdeen","","","10.1109/OCEANSE.2017.8084578","2017","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"758",2016,"Bowden, David A.; Jones, Daniel O.B.","Towed cameras","Biological Sampling in the Deep Sea","","","10.1002/9781118332535.ch12","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"759",2019,"Boyé, Aurelien; Thiébaut, Éric; Grall, Jacques; Legendre, Pierre; Broudin, Caroline; Houbin, Celine; Le Garrec, Vincent; Maguer, Marion; Droual, Gabin; Gauthier, Olivier","Trait-based approach to monitoring marine benthic data along 500 km of coastline","Diversity and Distributions","","13669516","10.1111/ddi.12987","2019","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"760",2020,"Bo, Marzia; Coppari, Martina; Betti, Federico; Massa, Francesco; Gay, Guido; Cattaneo-Vietti, Riccardo; Bavestrello, Giorgio","Unveiling the deep biodiversity of the Janua Seamount (Ligurian Sea): first Mediterranean sighting of the rare Atlantic bamboo coral Chelidonisis aurantiaca Studer, 1890","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2019.103186","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"761",2004,"Bobbitt, Andra; Merle, Susan","Visualizing deepwater data","GeoSpatial Solutions","","15297403",NA,"2004","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"762",2020,"Bruns, Stephan; Henderson, Aaron C.","A baited remote underwater video system (BRUVS) assessment of elasmobranch diversity and abundance on the eastern Caicos Bank (Turks and Caicos Islands); an environment in transition","Environmental Biology of Fishes","","03781909","10.1007/s10641-020-01004-4","2020","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"763",2012,"Bridge, T.; Scott, A.; Steinberg, D.","Abundance and diversity of anemonefishes and their host sea anemones at two mesophotic sites on the Great Barrier Reef, Australia","Coral Reefs","","07224028","10.1007/s00338-012-0916-x","2012","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"764",2020,"Bryson, F.; Meister, M.R.; Dichek, D.J.; Mullen, A.D.; Hurwitz, B.C.; Lawrence, J.D.; Spears, A.M.; Washam, P.; Quartini, E.S.; Kassabian, L.; Lopez, S.; Schmidt, B.E.","A configurable solid sampling system for AUV/ROV icefin","2020 Global Oceans 2020: Singapore - U.S. Gulf Coast","","","10.1109/IEEECONF38699.2020.9389075","2020","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"765",2007,"Brokovich, Eran; Einbinder, Shai; Kark, Salit; Shashar, Nadav; Kiflawi, Moshe","A deep nursery for juveniles of the zebra angelfish <i>Genicanthus caudovittatus</i>","Environmental Biology of Fishes","","03781909","10.1007/s10641-006-9160-y","2007","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"766",2014,"AW, Bruckner","Advances in management of precious corals in the family Corallidae: are new measures adequate?","Current opinion in environmental sustainability","","","10.1016/j.cosust.2013.11.024","2014","","",0,1,0,0,0,0,1,0,0,0,0,0,0
"767",2016,"Bruckner, Andrew W.","Advances in management of precious corals to address unsustainable and destructive harvest techniques","The Cnidaria, past, present and Future: The World of Medusa and her Sisters","","","10.1007/978-3-319-31305-4_46","2016","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"768",2019,"Bracchi, Valentina Alice; Basso, Daniela; Savini, Alessandra; Corselli, Cesare","Algal reefs (Coralligenous) from glacial stages: Origin and nature of a submerged tabular relief (Hyblean Plateau, Italy)","Marine Geology","","00253227","10.1016/j.margeo.2019.02.008","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"769",2016,"Breedy, Odalisca; Guzman, Hector M.","A new <i>Muricea</i> species (Cnidaria, Anthozoa, Octocorallia) from the eastern tropical pacific","ZooKeys","","13132989","10.3897/zookeys.629.10828","2016","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"770",2003,"Brierley, Andrew S.; Fernandes, Paul G.; Brandon, Mark A.; Armstrong, Frederick; Millard, Nicholas W.; McPhail, Steven D.; Stevenson, Peter; Pebody, Miles; Perrett, James; Squires, Mark; Bone, Douglas G.; Griffiths, Gwyn","An investigation of avoidance by Antarctic krill of RRS James Clark Ross using the Autosub-2 autonomous underwater vehicle","Fisheries Research","","01657836","10.1016/S0165-7836(02)00144-3","2003","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"771",2009,"Brown, Hunter C.; Kim, Ayoung; Eustice, Ryan M.","An overview of autonomous underwater vehicle research and testbed at PeRL","Marine Technology Society Journal","","00253324","10.4031/MTSJ.43.2.4","2009","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"772",2002,"Brierley, Andrew S.; Fernandes, Paul G.; Brandon, Mark A.; Armstrong, Frederick; Millard, Nicholas W.; McPhail, Steven D.; Stevenson, Peter; Pebody, Miles; Perrett, James; Squires, Mark; Bone, Douglas G.; Griffiths, Gwyn","Antarctic krill under sea ice: Elevated abundance in a narrow band just south of ice edge","Science (New York, N.Y.)","","00368075","10.1126/science.1068574","2002","","",1,0,0,0,0,0,0,1,0,0,0,0,0
"773",2012,"Breier, J.A.; Gomez-Ibanez, D.; Reddington, E.; Huber, J.A.; Emerson, D.","A precision multi-sampler for deep-sea hydrothermal microbial mat studies","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2012.10.006","2012","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"774",2017,"Braga, Juan C.; Sola, Fernando","Architectural effects on fossil preservation. The case of macaroni coralline algae; [Efectos de la arquitectura en la preservacion de fosiles. El caso de las algas coralinas macarron]","Spanish Journal of Palaeontology","","22550550","10.7203/sjp.32.1.17030","2017","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"775",2022,"Bray, Laura; Faulwetter, Sarah; Kaberi, Helen; Karageorgis, Aristomenis P.; Kastanidi, Erasmia; Katsiaras, Nikolaos; Pavlidou, Alexandra; Providakis, Nikolaos; Sigala, Kaliopi; Voutsinas, Emanuela; Zeri, Christina; Reizopoulou, Sofia","Assessing pressure drivers on the benthic ecosystem in the coastal zone of Western Messinia, Greece","Estuarine, Coastal and Shelf Science","","02727714","10.1016/j.ecss.2022.107935","2022","","",0,0,0,1,0,0,0,0,0,0,0,0,0
"776",2010,"Brunelli, Daniele; Seyler, Monique","Asthenospheric percolation of alkaline melts beneath the St. Paul region (Central Atlantic Ocean)","Earth and Planetary Science Letters","","0012821X","10.1016/j.epsl.2009.11.028","2010","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"777",2009,"Breier, J.A.; Rauch, C.G.; McCartney, K.; Toner, B.M.; Fakra, S.C.; White, S.N.; German, C.R.","A suspended-particle rosette multi-sampler for discrete biogeochemical sampling in low-particle-density waters","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2009.04.005","2009","","",0,0,0,0,1,0,0,1,0,0,0,0,0
"778",2021,"Bresciani, Matteo; Peralta, Giovanni; Ruscio, Francesco; Tani, Simone; Manzari, Vincenzo; Bazzarello, Lorenzo; Caiti, Andrea; Costanzi, Riccardo","ASV acoustically tracking and following an AUV: Preliminary experimental evaluation","Oceans Conference Record (IEEE)","","01977385","10.23919/OCEANS44145.2021.9705783","2021","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"779",2015,"Brasier, A.T.; Rogerson, M.R.; Mercedes-Martin, R.; Vonhof, H.B.; Reijmer, J.J.G.","A test of the biogenicity criteria established for microfossils and stromatolites on quaternary tufa and speleothem materials formed in the ""twilight Zone"" at caerwys, UK","Astrobiology","","15311074","10.1089/ast.2015.1293","2015","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"780",1992,"Brutzman, Donald P.; Compton, Mark A.; Kanayama, Yutaka","Autonomous sonar classification using expert systems","OCEANS 1992 - Proceedings: Mastering the Oceans Through Technology","","","10.1109/OCEANS.1992.607641","1992","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"781",2015,"Brennan, Michael L.; Canals, Miquel; Coleman, Dwight F.; Austin, Jr., James A.; Amblas, David","Bathymetric extent of recent trawl damage to the seabed captured by an ROV transect in the alboran sea","OCEANOGRAPHY","","1042-8275","10.5670/oceanog.2015.87","2015","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"782",2021,"Bridges, Amelia E. H.; Barnes, David K. A.; Bell, James B.; Ross, Rebecca E.; Howell, Kerry L.","Benthic assemblage composition of south atlantic seamounts","Frontiers in Marine Science","","22967745","10.3389/fmars.2021.660648","2021","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"783",2022,"Bribiesca-Contreras, Guadalupe; Dahlgren, Thomas G.; Amon, Diva J.; Cairns, Stephen; Drennan, Regan; Durden, Jennifer M.; Eleaume, Marc P.; Hosie, Andrew M.; Kremenetskaia, Antonina; McQuaid, Kirsty; O'hara, Timothy D.; Rabone, Muriel; Simon-Lledo, Erik; Smith, Craig R.; Watling, Les; Wiklund, Helena; Glover, Adrian G.","Benthic megafauna of the western clarion-clipperton zone, pacific ocean","ZooKeys","","13132989","10.3897/zookeys.1113.82172","2022","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"784",2018,"Brasileiro, Poliana S.; Braga, Juan C.; Amado-Filho, Gilberto M.; Leal, Rachel N.; Bassi, Davide; Franco, Tarcila; Bastos, Alex C.; Moura, Rodrigo L.","Burial rate determines holocene rhodolith development on the Brazilian shelf","Palaios","","08831351","10.2110/palo.2017.109","2018","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"785",2013,"Bridge TC, Hughes TP, Guinotte JM, Bongaerts P","Call to protect all coral reefs","Nature climate change","","","10.1038/nclimate1879","2013","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"786",2022,"Brandano, Marco; Tomassetti, Laura; Puce, Stefania","Carbonate factory of Pietra di Finale coastal wedge (Miocene): the unusual abundance of stylasterids (Cnidaria, Hydrozoa)","Facies","","01729179","10.1007/s10347-022-00652-5","2022","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"787",2012,"Braga-Henriques, Andreia; Carreiro-Silva, Marina; Tempera, Fernando; Porteiro, Filipe Mora; Jakobsen, Kirsten; Jakobsen, Joachim; Albuquerque, Monica; Santos, Ricardo Serrao","Carrying behavior in the deep-sea crab <i>Paromola cuvieri</i> (Northeast Atlantic)","Marine Biodiversity","","18671624","10.1007/s12526-011-0090-3","2012","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"788",2013,"Bryan, D.R.; Kilfoyle, K.; Gilmore, R.G.; Spieler, R.E.","Characterization of the mesophotic reef fish community in south Florida, USA","Journal of Applied Ichthyology","","14390426","10.1111/j.1439-0426.2012.02055.x","2013","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"789",2010,"Brylinski, Michal; Skolnick, Jeffrey","Comparison of structure-based and threading-based approaches to protein functional annotation","Proteins: Structure, Function and Bioinformatics","","08873585","10.1002/prot.22566","2010","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"790",1977,"Bryan, W.B.; Moore, James G.","Compositional variations of young basalts in the Mid-Atlantic Ridge rift valley near lat 36Â°49'N","Bulletin of the Geological Society of America","","00167606","10.1130/0016-7606(1977)88<556:CVOYBI>2.0.CO;2","1977","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"791",2016,"Bradley, Christina J.; Longenecker, Ken; Pyle, Richard L.; Popp, Brian N.","Compound-specific isotopic analysis of amino acids reveals dietary changes in mesophotic coral-reef fish","Marine Ecology Progress Series","","01718630","10.3354/meps11872","2016","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"792",2019,"Brown, Hunter C.; Rodocker, Jesse","Cooperative underwater survey with an L3Harris iver UUV and strategic robotic systems FUSION ROV","OCEANS 2019 MTS/IEEE Seattle, OCEANS 2019","","","10.23919/OCEANS40490.2019.8962545","2019","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"793",2015,"Bracchi, Valentina; Savini, Alessandra; Marchese, Fabio; Palamara, Serena; Basso, Daniela; Corselli, Cesare","Coralligenous habitat in the Mediterranean Sea: A geomorphological description from remote data","Italian Journal of Geosciences","","20381719","10.3301/IJG.2014.16","2015","","",0,0,0,0,0,0,1,0,0,0,0,0,0
"794",2017,"Bracchi, Valentina A.; Basso, Daniela; Marchese, Fabio; Corselli, Cesare; Savini, Alessandra","Coralligenous morphotypes on subhorizontal substrate: A new categorization","Continental Shelf Research","","02784343","10.1016/j.csr.2017.06.005","2017","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"795",1983,"Bradstock, M; Gordon, DP","Coral-like bryozoan growths in Tasman Bay, and their protection to conserve commercial fish stocks","New Zealand journal of marine and freshwater research","","","10.1080/00288330.1983.9515993","1983","","",0,0,0,0,1,0,0,0,1,0,0,0,0
"796",2017,"Brignone, Lorenzo; Opderbecke, Jan","CORAL: The new deepwater AUV program by IFREMER","OCEANS 2017 - Aberdeen","","","10.1109/OCEANSE.2017.8084640","2017","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"797",2023,"Brodnicke, Ole Bjorn; Meyer, Heidi Kristina; Busch, Kathrin; Xavier, Joana R.; Knudsen, Steen Wilhelm; Moller, Peter Rask; Hentschel, Ute Humeida; Sweet, Michael John","Deep-sea sponge derived environmental DNA analysis reveals demersal fish biodiversity of a remote Arctic ecosystem","Environmental DNA","","26374943","10.1002/edn3.451","2023","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"798",2014,"Brandano, Marco; Ronca, Sara","Depositional processes of the mixed carbonate-siliciclastic rhodolith beds of the Miocene Saint-Florent Basin, northern Corsica","Facies","","01729179","10.1007/s10347-013-0367-z","2014","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"799",2022,"Brown, Kristy; Monk, Jacquomo; Williams, Joel; Carroll, Andrew; Harasti, David; Barrett, Neville","Depth and benthic habitat influence shallow and mesophotic predatory fishes on a remote, high-latitude coral reef","PLoS ONE","","19326203","10.1371/journal.pone.0265067","2022","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"800",2008,"Brokovich, Eran; Einbinder, Shai; Shashar, Nadav; Kiflawi, Moshe; Kark, Salit","Descending to the twilight-zone: Changes in coral reef fish assemblages along a depth gradient down to 65 m","Marine Ecology Progress Series","","01718630","10.3354/meps07591","2008","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"801",2004,"Brewer, Peter G.; Malby, George; Pasteris, Jill D.; White, Sheri N.; Peltzer, Edward T.; Wopenka, B.; Freeman, J.; Brown, Mark O.","Development of a laser Raman spectrometer for deep-ocean science","Deep-Sea Research Part I: Oceanographic Research Papers","","09670637","10.1016/j.dsr.2003.11.005","2004","","",0,0,0,0,1,1,0,0,0,0,0,0,0
"802",2008,"Brown, Hunter; Kim, Ayoung; Eustice, Ryan","Development of a multi-AUV slam testbed at the university of Michigan","OCEANS 2008","","","10.1109/OCEANS.2008.5151880","2008","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"803",2016,"Briggs, Christian; Shjegstad, Sonia M.; Silva, Jeff A.K.; Edwards, Margo H.","Distribution of chemical warfare agent, energetics, and metals in sediments at a deep-water discarded military munitions site","Deep-Sea Research Part II: Topical Studies in Oceanography","","09670645","10.1016/j.dsr2.2015.02.014","2016","","",0,0,0,0,1,1,0,0,0,0,0,0,0
"804",2001,"Brierley, A.S.; Fernandes, P.G.","Diving depths of northern gannets: Acoustic observations of sula bassana from an autonomous underwater vehicle","The Auk","","00048038","10.2307/4089816","2001","","",0,0,0,0,1,0,0,0,0,0,0,0,0
"805",2016,"Breece, Matthew W.; Fox, Dewayne A.; Dunton, Keith J.; Frisk, Mike G.; Jordaan, Adrian; Oliver, Matthew J.","Dynamic seascapes predict the marine occurrence of an endangered species: Atlantic Sturgeon ¡i¿Acipenser oxyrinchus oxyrinchus¡/i¿","Methods in Ecology and Evolution","","2041-210X","10.1111/2041-210X.12532","2016","","",0,0,0,0,0,0,0,1,0,0,0,0,0
"806",2016,"Bridge, Tom C. L.; Luiz, Osmar J.; Coleman, Richard R.; Kane, Corinne N.; Kosaki, Randall K.","Ecological and morphological traits predict depth-generalist fishes on coral reefs","Proceedings of the Royal Society B: Biological Sciences","","09628452","10.1098/rspb.2015.2332","2016","","",1,0,0,0,0,0,0,0,0,0,0,0,0
"807",2010,"Broad, A.; Knott, N.; Turon, X.; Davis, A.R.","Effects of a shark repulsion device on rocky reef fishes: No shocking outcomes","Marine Ecology Progress Series","","01718630","10.3354/meps08591","2010","","",0,0,0,0,0,1,0,0,0,0,0,0,0
"808",2004,"Brattey, John; Cadigan, Noel","Estimation of short-term tagging mortality of adult Atlantic cod (Gadus morhua)","Fisheries Research","","01657836","10.1016/S0165-7836(03)00203-0","2004","","",0,0,0,0,1,0,0,0,0,0,0,0,0
